x,cancer_type,y
4.904592,TCGA-KIRC,30.709558
6.347026,TCGA-KIRC,36.18733
6.2386823,TCGA-KIRC,31.385386
2.7138326,TCGA-KIRC,33.769295
6.8171124,TCGA-KIRC,-0.56121725
5.930705,TCGA-KIRC,28.662836
5.2941885,TCGA-KIRC,28.001102
6.8238807,TCGA-KIRC,-1.6283742
1.4701474,TCGA-KIRC,31.671318
5.2594194,TCGA-KIRC,28.748844
5.1467915,TCGA-KIRC,27.21684
2.2658632,TCGA-KIRC,33.37873
7.050422,TCGA-KIRC,29.755886
6.2502913,TCGA-KIRC,28.392963
6.443552,TCGA-KIRC,28.11987
1.6925896,TCGA-KIRC,32.785797
0.083191976,TCGA-KIRC,30.04995
-3.6376936,TCGA-KIRC,-0.84556407
-0.020275991,TCGA-KIRC,31.212467
7.141778,TCGA-KIRC,1.7439742
0.23700301,TCGA-KIRC,30.53551
0.8160052,TCGA-KIRC,30.33677
-6.010095,TCGA-KIRC,11.761519
5.36395,TCGA-KIRC,12.393159
-5.4999056,TCGA-KIRC,-1.233057
-14.321886,TCGA-KIRC,5.85609
-4.2016606,TCGA-KIRC,-0.7318363
6.646856,TCGA-KIRC,2.647065
-4.392651,TCGA-KIRC,-0.3779004
6.9058623,TCGA-KIRC,3.2615793
7.0601177,TCGA-KIRC,0.83012927
6.532837,TCGA-KIRC,0.19531447
-5.500555,TCGA-KIRC,-1.2017553
5.504158,TCGA-KIRC,11.375556
5.9681506,TCGA-KIRC,11.131241
6.027348,TCGA-KIRC,2.2742777
5.5410986,TCGA-KIRC,11.154881
5.986018,TCGA-KIRC,11.694374
8.305378,TCGA-KIRC,1.3874322
-15.385898,TCGA-KIRC,-13.526784
16.409088,TCGA-KIRC,-2.9205828
16.557987,TCGA-KIRC,-2.0906334
16.379395,TCGA-KIRC,-3.1892664
8.910244,TCGA-KIRP,23.79089
6.242093,TCGA-KIRP,4.047611
4.419588,TCGA-KIRP,15.183779
4.3544464,TCGA-KIRP,15.30755
4.6903467,TCGA-KIRP,14.790441
