x,cancer_type,y
10.156624,TCGA-LUAD,-24.976862
-18.198666,TCGA-LUAD,-18.792404
-26.29713,TCGA-LUAD,28.420605
-3.136122,TCGA-LUAD,-26.518047
-24.39537,TCGA-LUAD,9.462215
-28.515467,TCGA-LUAD,4.475126
-27.05514,TCGA-LUAD,-3.9493246
-23.364607,TCGA-LUAD,-8.492282
-18.255796,TCGA-LUAD,-15.273207
-1.1631324,TCGA-LUAD,-31.129698
-10.181052,TCGA-LUSC,-21.230568
-29.335009,TCGA-LUSC,1.8624451
1.6874942,TCGA-LUSC,-32.010494
-1.3614744,TCGA-LUSC,-30.97065
-21.560642,TCGA-LUSC,-9.222348
-14.485275,TCGA-LUSC,-16.57567
11.296957,TCGA-LUSC,-29.766195
-22.247454,TCGA-LUSC,-8.874316
-17.298765,TCGA-LUSC,-8.828973
-15.0433235,TCGA-LUSC,-11.736101
-1.353547,TCGA-LUSC,-31.463287
-2.1373918,TCGA-LUSC,-26.52524
-15.130183,TCGA-LUSC,-9.999966
-11.717156,TCGA-LUSC,-22.736563
-21.436794,TCGA-LUSC,22.899834
-13.130573,TCGA-LUSC,-13.680415
-21.583168,TCGA-LUSC,-7.5436416
-21.767338,TCGA-OV,33.892693
-24.672964,TCGA-OV,30.64587
-24.014654,TCGA-OV,33.36841
-30.701654,TCGA-OV,6.5784945
-21.887959,TCGA-OV,33.571804
-20.954494,TCGA-OV,-2.4738052
-29.782202,TCGA-OV,14.225429
-23.663748,TCGA-OV,-3.8960898
-23.069494,TCGA-OV,34.437584
-24.643806,TCGA-OV,31.385231
-25.137224,TCGA-OV,20.18814
-22.459599,TCGA-OV,-5.674017
-25.7614,TCGA-OV,-5.2506323
-26.783035,TCGA-OV,-4.448435
-19.849089,TCGA-OV,-3.1301384
-26.736652,TCGA-OV,4.442412
-26.19323,TCGA-OV,1.4384642
-27.135057,TCGA-OV,5.5337634
-25.312525,TCGA-OV,-3.5151057
-23.53524,TCGA-OV,-2.4818056
-28.631289,TCGA-OV,14.607805
-23.759672,TCGA-OV,32.361122
-24.376448,TCGA-OV,31.34775
-23.561945,TCGA-OV,34.29893
-21.781158,TCGA-OV,34.310608
-23.011314,TCGA-OV,33.340214
-18.676626,TCGA-LUSC,0.31291997
1.4514732,TCGA-LUSC,-33.397423
-25.482498,TCGA-LUSC,24.101368
-21.190239,TCGA-LUSC,31.715631
-22.171976,TCGA-LUSC,-0.7687116
11.204851,TCGA-BRCA,39.610424
14.205409,TCGA-BRCA,32.659546
29.4961,TCGA-BRCA,5.1879573
-3.3501148,TCGA-BRCA,-21.1702
31.274391,TCGA-BRCA,-13.877817
33.335808,TCGA-BRCA,3.5130923
16.7175,TCGA-BRCA,23.37636
17.923191,TCGA-BRCA,20.87708
25.301731,TCGA-BRCA,8.214167
28.84236,TCGA-BRCA,-8.155667
27.90108,TCGA-BRCA,-7.3936086
30.669302,TCGA-BRCA,-15.986421
29.600822,TCGA-BRCA,12.050491
26.856014,TCGA-BRCA,-13.758853
22.396671,TCGA-BRCA,16.309378
22.234514,TCGA-BRCA,15.257489
12.329483,TCGA-BRCA,38.541653
27.406404,TCGA-BRCA,-13.214659
32.516167,TCGA-BRCA,-8.315413
20.18391,TCGA-BRCA,20.522356
34.196705,TCGA-BRCA,0.97843903
29.05873,TCGA-BRCA,-10.150183
24.518139,TCGA-BRCA,13.197457
29.53522,TCGA-BRCA,-9.586215
32.01358,TCGA-COAD,-4.5897455
-16.298098,TCGA-KIRC,33.02732
-9.482817,TCGA-KIRC,-20.695807
-15.17717,TCGA-KIRC,-12.7239275
-20.091991,TCGA-KIRC,5.327946
6.8532624,TCGA-KIRC,-22.167376
1.79916,TCGA-KIRC,-32.54745
-23.537806,TCGA-KIRC,-8.444396
-18.938206,TCGA-KIRC,-8.671964
-20.043179,TCGA-KIRC,-9.994606
31.263174,TCGA-KIRC,4.246533
-29.342693,TCGA-KIRC,0.087868646
3.6441107,TCGA-KIRC,-21.170092
26.244753,TCGA-KIRC,6.2074404
-21.719551,TCGA-KIRC,4.9860387
-15.500293,TCGA-KIRC,-12.144259
28.029026,TCGA-KIRC,-8.481983
-20.693096,TCGA-KIRC,-12.306178
32.568497,TCGA-KIRC,-10.817248
-24.037935,TCGA-KIRC,10.612918
23.119148,TCGA-KIRC,12.024577
30.464516,TCGA-KIRC,9.254225
20.57411,TCGA-KIRC,21.329096
10.606922,TCGA-KIRC,-25.331251
21.484253,TCGA-KIRC,20.584887
33.242104,TCGA-KIRC,4.576462
20.796343,TCGA-KIRC,15.598111
29.043186,TCGA-KIRC,10.922462
22.612043,TCGA-KIRC,-21.494612
27.376026,TCGA-KIRC,3.6616826
13.836661,TCGA-KIRC,-23.322666
22.610678,TCGA-KIRC,-24.266718
0.972982,TCGA-KIRC,-29.189121
29.570879,TCGA-KIRC,10.264899
-26.222658,TCGA-KIRC,19.617867
28.38793,TCGA-KIRC,-14.518493
27.11815,TCGA-KIRC,13.309274
18.583616,TCGA-KIRC,-23.424244
0.34056324,TCGA-KIRC,-33.981873
1.096062,TCGA-KIRC,-32.25655
25.305704,TCGA-KIRC,15.42177
-14.198945,TCGA-KIRC,-18.163162
30.277994,TCGA-KIRC,5.177781
-19.174881,TCGA-KIRC,-14.348128
-16.486582,TCGA-KIRC,-18.612703
19.493553,TCGA-KIRC,20.450388
6.513212,TCGA-KIRC,-34.933678
-21.629734,TCGA-KIRC,-12.856786
18.319733,TCGA-KIRC,-25.227018
16.195757,TCGA-KIRC,27.58167
31.385523,TCGA-KIRC,-1.7371112
21.106142,TCGA-KIRC,14.879273
29.398537,TCGA-KIRC,10.364069
-1.6114271,TCGA-KIRC,-34.194828
18.758846,TCGA-KIRC,-27.228537
23.945974,TCGA-KIRC,-20.842543
19.57544,TCGA-KIRC,20.173447
10.83067,TCGA-KIRC,-28.847998
25.868261,TCGA-KIRC,12.29442
31.954077,TCGA-KIRC,-10.240578
21.731617,TCGA-KIRC,19.142859
33.273415,TCGA-KIRP,-10.041697
-25.302914,TCGA-KIRP,30.581917
33.506214,TCGA-KIRP,-9.214155
-18.831675,TCGA-KIRP,8.816137
-17.332201,TCGA-KIRP,6.216032
-17.084455,TCGA-KIRP,2.1333408
25.445427,TCGA-KIRP,-15.811878
-8.409104,TCGA-KIRP,-13.873089
24.875175,TCGA-KIRP,15.275116
8.154165,TCGA-KIRP,-27.9517
-22.340725,TCGA-LIHC,23.019001
-16.366022,TCGA-LIHC,37.39387
-20.87124,TCGA-LIHC,6.887857
-19.234724,TCGA-LIHC,30.139313
-7.66872,TCGA-LIHC,-24.782093
-17.668966,TCGA-LIHC,30.568277
-23.504103,TCGA-LIHC,35.748863
-20.693626,TCGA-LIHC,7.698126
-9.302163,TCGA-LIHC,-19.112947
15.359773,TCGA-LIHC,-23.061586
-15.477395,TCGA-LIHC,-10.921254
-29.053337,TCGA-LIHC,8.489337
-30.530113,TCGA-LIHC,1.3928199
6.9682717,TCGA-LIHC,-20.424414
19.22549,TCGA-BRCA,17.904587
25.870022,TCGA-BRCA,-21.443096
22.826437,TCGA-BRCA,-17.986294
24.634205,TCGA-BRCA,18.624973
-19.828327,TCGA-BRCA,-8.760699
11.850692,TCGA-BRCA,40.01885
20.455261,TCGA-BRCA,17.776424
25.408558,TCGA-BRCA,14.267016
23.701162,TCGA-BRCA,15.542667
14.838148,TCGA-BRCA,30.601072
15.73534,TCGA-BRCA,29.79842
15.446246,TCGA-BRCA,31.169266
27.517824,TCGA-BRCA,-15.157229
30.897175,TCGA-BRCA,4.941614
16.806765,TCGA-BRCA,24.175863
26.372597,TCGA-BRCA,-13.2213
24.285763,TCGA-BRCA,16.77688
30.355707,TCGA-BRCA,-7.356252
14.175911,TCGA-BRCA,-22.778015
17.018736,TCGA-BRCA,26.933624
31.787874,TCGA-BRCA,-0.21451001
10.406333,TCGA-BRCA,-23.12778
29.847559,TCGA-BRCA,-13.721022
28.565996,TCGA-BRCA,-15.086773
25.01659,TCGA-BRCA,-17.8112
30.03039,TCGA-BRCA,-8.729999
32.0604,TCGA-BRCA,-13.352104
23.666456,TCGA-BRCA,12.273493
13.022267,TCGA-BRCA,36.278748
31.148224,TCGA-BRCA,0.31011188
13.44198,TCGA-BRCA,36.261383
